x,y,z
-7.444404,-10.980899,19.853313
-7.798053,-11.477562,20.141353
-8.166004,-11.975608,20.499277
-8.546965,-12.468361,20.930558
-8.939104,-12.947900,21.438076
-9.339984,-13.404998,22.023821
-9.746485,-13.829123,22.688544
-10.154749,-14.208512,23.431369
-10.560125,-14.530360,24.249371
-10.957149,-14.781127,25.137146
-11.339547,-14.947003,26.086412
-11.700292,-15.014525,27.085697
-12.031716,-14.971356,28.120155
-12.325680,-14.807186,29.171595
-12.573830,-14.514707,30.218772
-12.767918,-14.090575,31.237993
-12.900184,-13.536245,32.204053
-12.963790,-12.858552,33.091478
-12.953266,-12.069918,33.875995
-12.864931,-11.188086,34.536083
-12.697247,-10.235342,35.054461
-12.451056,-9.237267,35.419282
-12.129677,-8.221115,35.624905
-11.738821,-7.214027,35.672102
-11.286342,-6.241273,35.567688
-10.781835,-5.324745,35.323628
-10.236126,-4.481876,34.955769
-9.660701,-3.725056,34.482386
-9.067136,-3.061562,33.922722
-8.466579,-2.493925,33.295712
-7.869314,-2.020620,32.618977
-7.284444,-1.636932,31.908146
-6.719693,-1.335876,31.176504
-6.181311,-1.109066,30.434897
-5.674087,-0.947466,29.691855
-5.201425,-0.841994,28.953832
-4.765482,-0.783962,28.225525
-4.367330,-0.765375,27.510204
-4.007134,-0.779112,26.810025
-3.684332,-0.819005,26.126311
-3.397799,-0.879848,25.459785
-3.146004,-0.957360,24.810752
-2.927140,-1.048121,24.179251
-2.739238,-1.149478,23.565151
-2.580262,-1.259464,22.968234
-2.448182,-1.376703,22.388245
-2.341034,-1.500322,21.824929
-2.256963,-1.629879,21.278054
-2.194254,-1.765292,20.747425
-2.151358,-1.906779,20.232896
-2.126900,-2.054809,19.734373
-2.119691,-2.210063,19.251827
-2.128728,-2.373396,18.785292
-2.153195,-2.545819,18.334874
-2.192457,-2.728469,17.900760
-2.246059,-2.922606,17.483227
-2.313713,-3.129593,17.082651
-2.395301,-3.350893,16.699524
-2.490861,-3.588065,16.334467
-2.600581,-3.842756,15.988255
-2.724799,-4.116704,15.661835
-2.863989,-4.411727,15.356358
-3.018763,-4.729722,15.073207
-3.189859,-5.072654,14.814034
-3.378138,-5.442542,14.580803
-3.584579,-5.841435,14.375839
-3.810264,-6.271390,14.201874
-4.056377,-6.734421,14.062114
-4.324181,-7.232450,13.960297
-4.615008,-7.767228,13.900767
-4.930230,-8.340236,13.888538
-5.271231,-8.952561,13.929370
-5.639364,-9.604731,14.029830
-6.035900,-10.296512,14.197347
-6.461962,-11.026662,14.440238
-6.918432,-11.792622,14.767704
-7.405851,-12.590163,15.189763
-7.924282,-13.412968,15.717111
-8.473150,-14.252169,16.360870
-9.051052,-15.095848,17.132188
-9.655532,-15.928541,18.041662
-10.282833,-16.730786,19.098537
-10.927628,-17.478801,20.309641
-11.582745,-18.144387,21.678069
-12.238910,-18.695196,23.201606
-12.884538,-19.095515,24.870984
-13.505636,-19.307719,26.668127
-14.085844,-19.294520,28.564607
-14.606712,-19.022045,30.520680
-15.048245,-18.463636,32.485291
-15.389784,-17.604042,34.397470
-15.611210,-16.443445,36.189428
-15.694434,-15.000542,37.791398
-15.625044,-13.313832,39.137877
-15.393923,-11.440395,40.174492
-14.998570,-9.451859,40.864298
-14.443899,-7.427880,41.192228
-13.742297,-5.448129,41.166644
-12.912881,-3.584249,40.817565
-11.980017,-1.893289,40.191926
-10.971345,-0.413762,39.346958
-9.915586,0.835290,38.343101
-8.840499,1.852516,37.237794
-7.771197,2.650658,36.081015
-6.729012,3.252143,34.912866
-5.730896,3.684789,33.763019
-4.789328,3.978214,32.651501
-3.912574,4.161207,31.590264
-3.105195,4.260067,30.585047
-2.368669,4.297737,29.637162
-1.702029,4.293539,28.745039
-1.102472,4.263284,27.905427
-0.565896,4.219609,27.114281
-0.087346,4.172400,26.367355
0.338629,4.129250,25.660581
0.717691,4.095880,24.990282
1.055510,4.076521,24.353270
1.357611,4.074248,23.746878
1.629275,4.091246,23.168940
1.875472,4.129045,22.617759
2.100829,4.188697,22.092058
2.309616,4.270926,21.590934
2.505747,4.376241,21.113818
2.692796,4.505029,20.660440
2.874020,4.657618,20.230806
3.052379,4.834330,19.825179
3.230575,5.035513,19.444070
3.411068,5.261564,19.088237
3.596118,5.512935,18.758693
3.787800,5.790134,18.456713
3.988033,6.093713,18.183852
4.198601,6.424247,17.941969
4.421166,6.782301,17.733245
4.657279,7.168388,17.560215
4.908390,7.582914,17.425795
5.175843,8.026109,17.333306
5.460869,8.497939,17.286503
5.764576,8.998009,17.289591
6.087919,9.525439,17.347232
6.431671,10.078717,17.464541
6.796376,10.655536,17.647049
7.182292,11.252606,17.900652
7.589323,11.865444,18.231496
8.016935,12.488153,18.645830
8.464057,13.113189,19.149775
8.928970,13.731146,19.749022
9.409188,14.330562,20.448431
9.901325,14.897797,21.251529
10.400972,15.417007,22.159901
10.902576,15.870264,23.172489
11.399345,16.237885,24.284824
11.883199,16.499012,25.488241
12.344780,16.632499,26.769165
12.773552,16.618118,28.108566
13.158009,16.438069,29.481728
13.486015,16.078722,30.858471
13.745285,15.532441,32.203957
13.924001,14.799271,33.480164
14.011528,13.888220,34.648010
13.999197,12.817850,35.670015
13.881062,11.615931,36.513210
13.654549,10.318048,37.151940
13.320899,8.965211,37.570104
12.885330,7.600735,37.762481
12.356871,6.266800,37.734862
11.747864,5.001208,37.502979
11.073198,3.834799,37.090435
10.349358,2.789849,36.525991
9.593407,1.879565,35.840696
8.822023,1.108579,35.065259
8.050679,0.474195,34.227984
7.293030,-0.031942,33.353414
6.560533,-0.422049,32.461660
5.862275,-0.710537,31.568327
5.204994,-0.912617,30.684851
4.593233,-1.043237,29.819087
4.029586,-1.116360,28.975993
3.514991,-1.144524,28.158315
3.049040,-1.138644,27.367197
2.630271,-1.107963,26.602687
2.256448,-1.060130,25.864140
1.924790,-1.001335,25.150508
1.632177,-0.936474,24.460554
1.375312,-0.869340,23.792988
1.150847,-0.802787,23.146552
0.955484,-0.738903,22.520072
0.786045,-0.679154,21.912477
0.639525,-0.624512,21.322805
0.513121,-0.575565,20.750203
0.404253,-0.532609,20.193911
0.310567,-0.495726,19.653254
0.229937,-0.464847,19.127628
0.160459,-0.439797,18.616489
0.100433,-0.420343,18.119343
0.048356,-0.406216,17.635739
0.002899,-0.397142,17.165256
-0.037106,-0.392857,16.707504
-0.072681,-0.393118,16.262116
-0.104724,-0.397718,15.828746
-0.134024,-0.406487,15.407062
-0.161270,-0.419300,14.996752
-0.187073,-0.436077,14.597515
-0.211973,-0.456789,14.209064
-0.236455,-0.481454,13.831124
-0.260955,-0.510143,13.463432
-0.285874,-0.542975,13.105738
-0.311584,-0.580124,12.757804
-0.338438,-0.621815,12.419404
-0.366776,-0.668328,12.090324
-0.396931,-0.719997,11.770367
-0.429237,-0.777217,11.459348
-0.464035,-0.840444,11.157102
-0.501676,-0.910197,10.863479
-0.542528,-0.987064,10.578352
-0.586982,-1.071711,10.301618
-0.635455,-1.164880,10.033199
-0.688397,-1.267402,9.773049
-0.746298,-1.380202,9.521159
-0.809688,-1.504307,9.277562
-0.879150,-1.640858,9.042341
-0.955321,-1.791115,8.815637
-1.038900,-1.956477,8.597665
-1.130658,-2.138483,8.388719
-1.231441,-2.338834,8.189199
-1.342180,-2.559404,7.999622
-1.463902,-2.802251,7.820650
-1.597737,-3.069635,7.653122
-1.744927,-3.364028,7.498083
-1.906837,-3.688131,7.356834
-2.084967,-4.044882,7.230979
-2.280958,-4.437460,7.122487
-2.496608,-4.869293,7.033771
-2.733877,-5.344044,6.967771
-2.994893,-5.865599,6.928063
-3.281964,-6.438025,6.918983
-3.597570,-7.065516,6.945771
-3.944365,-7.752302,7.014737
-4.325158,-8.502514,7.133456
-4.742894,-9.320000,7.310978
-5.200605,-10.208058,7.558056
-5.701350,-11.169082,7.887389
-6.248123,-12.204082,8.313847
-6.843719,-13.312056,8.854670
-7.490553,-14.489188,9.529586
-8.190416,-15.727832,10.360784
-8.944158,-17.015279,11.372671
-9.751270,-18.332301,12.591273
-10.609373,-19.651525,14.043138
-11.513588,-20.935745,15.753558
-12.455804,-22.136393,17.743919
-13.423863,-23.192506,20.028013
-14.400727,-24.030729,22.607263
-15.363727,-24.567016,25.465003
-16.284056,-24.710815,28.560345
-17.126732,-24.372460,31.822659
-17.851305,-23.474039,35.148261
-18.413578,-21.963241,38.401396
-18.768545,-19.828339,41.421578
-18.874524,-17.111021,44.038493
-18.698174,-13.912722,46.093757
-18.219629,-10.390392,47.466015
-17.436705,-6.739853,48.093345
-16.367020,-3.168837,47.986064
-15.047202,0.133974,47.225080
-13.529084,3.025471,45.945585
-11.873628,5.423090,44.311051
-10.143957,7.305573,42.485506
-8.399004,8.701920,40.611485
-6.688911,9.674140,38.797637
-5.052606,10.299643,37.115939
-3.517381,10.657239,35.605780
-2.099919,10.818191,34.281437
-0.808108,10.841914,33.140092
0.356894,10.775033,32.168742
1.398708,10.652404,31.349364
2.324078,10.499032,30.662377
3.141573,10.332166,30.088719
3.860632,10.163226,29.610946
4.490892,9.999401,29.213686
5.041743,9.844902,28.883716
5.522059,9.701898,28.609839
5.940043,9.571203,28.382654
6.303159,9.452762,28.194317
6.618119,9.345986,28.038291
6.890906,9.249992,27.909132
7.126814,9.163754,27.802296
7.330508,9.086206,27.713985
7.506078,9.016310,27.641011
7.657101,8.953093,27.580689
7.786700,8.895669,27.530751
7.897597,8.843252,27.489277
7.992163,8.795154,27.454634
8.072462,8.750789,27.425433
8.140295,8.709663,27.400492
8.197231,8.671368,27.378805
8.244645,8.635575,27.359515
8.283738,8.602025,27.341901
8.315567,8.570520,27.325353
8.341062,8.540915,27.309364
8.361047,8.513113,27.293517
8.376254,8.487051,27.277476
8.387334,8.462701,27.260973
8.394870,8.440059,27.243809
8.399389,8.419139,27.225839
8.401364,8.399973,27.206973
8.401225,8.382598,27.187166
8.399362,8.367060,27.166416
8.396132,8.353405,27.144758
8.391859,8.341678,27.122261
8.386841,8.331920,27.099022
8.381349,8.324165,27.075167
8.375631,8.318436,27.050839
8.369911,8.314750,27.026205
8.364395,8.313108,27.001444
8.359266,8.313501,26.976746
8.354690,8.315902,26.952314
8.350811,8.320274,26.928354
8.347757,8.326562,26.905075
8.345638,8.334698,26.882687
8.344544,8.344598,26.861399
8.344549,8.356163,26.841414
8.345711,8.369281,26.822927
8.348068,8.383823,26.806125
8.351643,8.399650,26.791182
8.356444,8.416610,26.778259
8.362461,8.434538,26.767502
8.369668,8.453260,26.759037
8.378027,8.472591,26.752972
8.387484,8.492342,26.749396
8.397970,8.512313,26.748372
8.409404,8.532301,26.749944
8.421694,8.552100,26.754128
8.434734,8.571503,26.760916
8.448411,8.590301,26.770275
8.462600,8.608290,26.782145
8.477169,8.625270,26.796440
8.491979,8.641045,26.813046
8.506886,8.655430,26.831828
8.521740,8.668251,26.852620
8.536391,8.679345,26.875236
8.550687,8.688566,26.899466
8.564475,8.695784,26.925079
8.577606,8.700887,26.951825
8.589934,8.703787,26.979437
8.601319,8.704414,27.007635
8.611629,8.702727,27.036126
8.620738,8.698705,27.064609
8.628535,8.692355,27.092779
8.634917,8.683712,27.120328
8.639797,8.672834,27.146950
8.643100,8.659807,27.172347
8.644771,8.644744,27.196227
8.644768,8.627781,27.218312
8.643069,8.609078,27.238342
8.639670,8.588818,27.256075
8.634585,8.567202,27.271292
8.627847,8.544451,27.283800
8.619507,8.520799,27.293434
8.609636,8.496494,27.300060
8.598322,8.471791,27.303576
8.585669,8.446954,27.303912
8.571798,8.422248,27.301035
8.556843,8.397940,27.294946
8.540952,8.374291,27.285679
8.524286,8.351558,27.273305
8.507013,8.329988,27.257928
8.489311,8.309816,27.239683
8.471361,8.291263,27.218737
8.453352,8.274534,27.195287
8.435470,8.259814,27.169555
8.417904,8.247268,27.141788
8.400841,8.237039,27.112254
8.384460,8.229247,27.081241
8.368939,8.223987,27.049052
8.354444,8.221331,27.016005
8.341133,8.221325,26.982425
8.329152,8.223990,26.948645
8.318636,8.229319,26.915003
8.309704,8.237282,26.881837
8.302462,8.247826,26.849481
8.296998,8.260869,26.818268
8.293385,8.276308,26.788518
8.291678,8.294018,26.760544
8.291912,8.313850,26.734643
8.294105,8.335633,26.711096
8.298258,8.359180,26.690166
8.304350,8.384282,26.672095
8.312344,8.410713,26.657099
8.322180,8.438232,26.645370
8.333786,8.466585,26.637072
8.347066,8.495502,26.632337
8.361909,8.524707,26.631267
8.378189,8.553912,26.633928
8.395761,8.582825,26.640353
8.414468,8.611150,26.650537
8.434136,8.638588,26.664438
8.454581,8.664846,26.681977
8.475608,8.689630,26.703034
8.497010,8.712660,26.727452
8.518575,8.733662,26.755035
8.540084,8.752378,26.785551
8.561313,8.768570,26.818730
8.582039,8.782016,26.854269
8.602036,8.792523,26.891831
8.621085,8.799923,26.931052
8.638969,8.804079,26.971539
8.655480,8.804886,27.012880
8.670420,8.802277,27.054641
8.683606,8.796221,27.096379
8.694868,8.786726,27.137638
8.704053,8.773840,27.177962
8.711032,8.757652,27.216896
8.715694,8.738292,27.253994
8.717954,8.715929,27.288823
8.717751,8.690770,27.320972
8.715053,8.663058,27.350052
8.709854,8.633070,27.375708
8.702175,8.601115,27.397617
8.692069,8.567524,27.415498
8.679615,8.532654,27.429113
8.664919,8.496878,27.438271
8.648115,8.460583,27.442832
8.629361,8.424162,27.442704
8.608841,8.388011,27.437850
8.586758,8.352526,27.428284
8.563335,8.318092,27.414075
8.538811,8.285086,27.395339
8.513438,8.253866,27.372244
8.487481,8.224771,27.345006
8.461210,8.198116,27.313881
8.434901,8.174189,27.279171
8.408829,8.153248,27.241211
8.383271,8.135521,27.200371
8.358496,8.121201,27.157051
8.334767,8.110446,27.111673
8.312335,8.103382,27.064682
8.291439,8.100095,27.016537
8.272305,8.100637,26.967711
8.255138,8.105025,26.918681
8.240127,8.113239,26.869931
8.227438,8.125226,26.821941
8.217217,8.140898,26.775187
8.209585,8.160134,26.730137
8.204640,8.182783,26.687246
8.202454,8.208662,26.646954
8.203075,8.237558,26.609681
8.206523,8.269232,26.575822
8.212794,8.303415,26.545750
8.221856,8.339815,26.519806
8.233652,8.378117,26.498299
8.248099,8.417980,26.481502
8.265087,8.459048,26.469652
8.284483,8.500942,26.462943
8.306129,8.543270,26.461523
8.329843,8.585625,26.465497
8.355421,8.627590,26.474920
8.382638,8.668741,26.489794
8.411248,8.708649,26.510068
8.440988,8.746884,26.535639
8.471578,8.783022,26.566346
8.502722,8.816645,26.601970
8.534115,8.847349,26.642239
8.565438,8.874748,26.686822
8.596369,8.898480,26.735335
8.626580,8.918211,26.787339
8.655743,8.933640,26.842346
8.683533,8.944507,26.899824
8.709630,8.950596,26.959194
8.733727,8.951741,27.019846
8.755528,8.947827,27.081137
8.774758,8.938800,27.142403
8.791162,8.924664,27.202964
8.804513,8.905486,27.262133
8.814610,8.881397,27.319228
8.821289,8.852590,27.373575
8.824419,8.819323,27.424526
8.823909,8.781912,27.471459
8.819710,8.740731,27.513795
8.811812,8.696206,27.551001
8.800251,8.648808,27.582601
8.785107,8.599053,27.608182
8.766501,8.547484,27.627399
8.744600,8.494673,27.639984
8.719607,8.441208,27.645743
8.691767,8.387686,27.644563
8.661359,8.334703,27.636413
8.628693,8.282847,27.621341
8.594109,8.232692,27.599473
8.557967,8.184787,27.571014
8.520649,8.139652,27.536238
8.482549,8.097771,27.495489
8.444071,8.059588,27.449174
8.405623,8.025505,27.397753
8.367611,7.995872,27.341740
8.330437,7.970994,27.281690
8.294493,7.951122,27.218197
8.260156,7.936458,27.151884
8.227786,7.927149,27.083398
8.197722,7.923293,27.013403
8.170280,7.924939,26.942575
8.145745,7.932084,26.871596
8.124379,7.944680,26.801147
8.106409,7.962633,26.731906
8.092032,7.985803,26.664539
8.081409,8.014011,26.599698
8.074669,8.047035,26.538018
8.071906,8.084615,26.480109
8.073177,8.126453,26.426555
8.078504,8.172216,26.377910
8.087876,8.221534,26.334692
8.101241,8.274007,26.297381
8.118518,8.329200,26.266415
8.139586,8.386650,26.242185
8.164293,8.445862,26.225032
8.192449,8.506317,26.215242
8.223836,8.567469,26.213045
8.258200,8.628751,26.218605
8.295255,8.689574,26.232022
8.334687,8.749337,26.253323
8.376152,8.807424,26.282465
8.419279,8.863213,26.319322
8.463672,8.916082,26.363692
8.508913,8.965413,26.415288
8.554563,9.010600,26.473740
8.600167,9.051059,26.538591
8.645256,9.086232,26.609301
8.689354,9.115599,26.685248
8.731978,9.138687,26.765728
8.772649,9.155076,26.849963
8.810892,9.164414,26.937107
8.846244,9.166420,27.026251
8.878262,9.160896,27.116435
8.906525,9.147733,27.206658
8.930646,9.126915,27.295892
8.950273,9.098527,27.383094
8.965098,9.062756,27.467221
8.974864,9.019893,27.547247
8.979367,8.970328,27.622177
8.978463,8.914551,27.691064
8.972072,8.853143,27.753025
8.960179,8.786770,27.807255
8.942838,8.716173,27.853039
8.920171,8.642154,27.889764
8.892370,8.565565,27.916932
8.859689,8.487296,27.934162
8.822450,8.408256,27.941199
8.781031,8.329361,27.937915
8.735864,8.251520,27.924308
8.687429,8.175617,27.900501
8.636248,8.102505,27.866738
8.582874,8.032988,27.823378
8.527885,7.967818,27.770882
8.471878,7.907678,27.709812
8.415458,7.853186,27.640812
8.359231,7.804881,27.564606
8.303796,7.763228,27.481978
8.249739,7.728611,27.393768
8.197627,7.701338,27.300857
8.147998,7.681638,27.204161
8.101362,7.669666,27.104617
8.058192,7.665508,27.003174
8.018924,7.669179,26.900791
7.983949,7.680632,26.798422
7.953617,7.699759,26.697015
7.928232,7.726396,26.597504
7.908048,7.760325,26.500804
7.893276,7.801279,26.407806
7.884076,7.848942,26.319374
7.880563,7.902954,26.236341
7.882802,7.962911,26.159503
7.890813,8.028365,26.089616
7.904568,8.098826,26.027396
7.923994,8.173764,25.973510
7.948971,8.252605,25.928571
7.979334,8.334736,25.893140
8.014874,8.419502,25.867713
8.055337,8.506207,25.852719
8.100424,8.594116,25.848517
8.149793,8.682454,25.855383
8.203059,8.770411,25.873508
8.259795,8.857144,25.902990
8.319530,8.941782,25.943826
8.381755,9.023428,25.995905
8.445922,9.101172,26.059002
8.511447,9.174095,26.132773
8.577712,9.241283,26.216748
8.644069,9.301832,26.310325
8.709845,9.354870,26.412773
8.774348,9.399567,26.523227
8.836870,9.435148,26.640692
8.896697,9.460917,26.764045
8.953119,9.476267,26.892046
9.005434,9.480701,27.023347
9.052961,9.473846,27.156502
9.095049,9.455469,27.289992
9.131091,9.425490,27.422239
9.160531,9.383991,27.551629
9.182877,9.331224,27.676542
9.197712,9.267614,27.795376
9.204702,9.193759,27.906574
9.203608,9.110421,28.008657
9.194289,9.018520,28.100247
9.176712,8.919118,28.180096
9.150953,8.813400,28.247108
9.117197,8.702653,28.300362
9.075743,8.588242,28.339124
9.026993,8.471581,28.362861
8.971452,8.354110,28.371247
8.909717,8.237263,28.364165
8.842472,8.122444,28.341704
8.770469,8.011004,28.304150
8.694523,7.904219,28.251976
